headword,CEFR,definition
sorry,A1,죄송합니다
sort,B1,뜻 검색 실패
sort,B2,종류
soul,B1,영혼
sound,B2,소리
sound,A2,소리
sound,A2,소리
soundtrack,B2,사운드 트랙
soup,A1,국
sour,B1,시큼한
source,A2,원천
south,A2,남쪽
south,A2,남쪽
south,A2,남쪽
southeast,B1,남동
southeast,B1,남동
southern,B1,남부 지방 사투리
southward,B2,남쪽으로
southwest,B1,남서
southwest,B1,남서
souvenir,B1,기념품
Soviet,B2,옛 소련
soybean,B2,콩
spa,B2,온천
space,A2,공간
spaceship,A2,우주선
spaghetti,A2,스파게티
span,B2,기간
spare,B2,여분의
spare,B2,여분의
sparerib,B2,갈비
spark,B2,불꽃
sparkle,B1,불꽃
sparkling,B2,반짝이는
sparrow,B2,참새
speak,A1,말하다
speaker,A2,스피커
special,A1,특별한
specialist,B1,전문가
specialize/specialise,B1,전문화하다/전문화하다
specially,B1,특별히
specialty,B2,전문
species,B2,종
specific,A2,특정한
specifically,B2,구체적으로
specify,B2,지정하다
spectacle,B2,안경
spectacular,B1,장관의
spectator,B1,구경꾼
speech,A1,연설
speed,A2,속도
speed,B1,속도
speeder,B2,속구
spell,A1,주문
spell,A2,주문
spellbound,B2,홀린
spelling,B1,철자
spend,A1,뜻 검색 실패
sphere,B1,구체
spice,B1,기미
spicy,B1,매운
spider,B1,거미
spill,A2,뜻 검색 실패
spin,B2,회전
spinach,B1,시금치
spiral,B1,나선
spirit,B1,영혼
spiritual,B1,영적인
spite,B2,악의
splash,B2,튀김
splash,A2,튀김
splatter,B2,튀김
split,A2,나뉘다
split,B1,나뉘다
split,B2,나뉘다
spoil,B1,약탈
spokesman,B2,대변인
spokeswoman,B2,대변인
sponge,B1,뜻 검색 실패
sponsor,B1,스폰서
sponsor,B2,스폰서
spoon,A2,뜻 검색 실패
sport,A1,스포츠
sports,B1,스포츠
sports center/sports centre,A2,스포츠 센터/스포츠 센터
sportsmanship,B1,운동가 정신
spot,A1,점
spot,B2,점
spray,B2,스프레이
spray,B2,스프레이
spread,A2,뜻 검색 실패
spread,B2,확산
spreadsheet,B2,스프레드시트
spring,A1,봄
sprint,B2,스프린트
spur,B2,박차
spy,A1,스파이
squad,B2,분대
square,A2,정사각형
square,A2,정사각형
squash,B2,스쿼시
squash,B2,스쿼시
squeeze,B2,짜내다
stab,B2,찌르다
stability,B2,안정
stable,B1,안정적인
stack,B2,스택
stadium,A2,경기장
staff,A2,직원
stage,A1,단계
stagger,B2,파상 배치
stain,B2,얼룩
stain,B2,얼룩
stair,A2,계단
stake,B2,말뚝
stall,B1,마구간
stammer,B2,더듬다
stamp,A2,우표
stamp,B2,우표
stand,A1,서다
stand,A2,서다
standard,B2,기준
standard,B1,기준
standby,B2,대기
standstill,B2,정지
stanza,B2,절
star,A1,별
star,B1,별
stare,B1,뜻 검색 실패
start,A1,시작
start,A1,시작
startle,B2,펄쩍 뛰게 하다
starvation,B2,굶주림
starve,B2,굶어 죽다
starving,B2,굶주리는
state,B2,상태
state,A2,상태
state,B2,상태
statement,A2,성명
statesman,B2,정치가
statewide,B2,주 전체
station,A1,역
statistics,B2,뜻 검색 실패
statue,A2,동상
status,B1,상태
stay,B1,머무르다
stay,A1,머무르다
steadily,B1,꾸준히
steady,B1,꾸준한
steak,A2,스테이크
steal,A2,훔치다
steam,B1,증기
steel,B1,강철
steely,B2,견고한
steep,B1,험한
steer,B2,수송아지
steering wheel,B2,스티어링 휠
stem,B1,줄기
step,A2,단계
step,A1,단계
stepfather,B2,계부
stepmother,B2,계모
stereotype,B2,스테레오
stern,B2,고물
stew,B2,스튜
stick,B2,막대
stick,B1,막대
sticker,B1,상표
sticky,B1,어려운
stiff,B2,뻣뻣한
still,A1,아직
still,A2,아직
stimulant,B2,흥분제
stimulate,B2,자극하다
stimulation,B2,자극
stingy,B2,적은
stink,B2,악취
stir,B1,젓다
stitch,B2,땀
stock,B2,재고
stock market,B2,주식 시장
stockpile,B2,비축
stomach,A2,위
stomachache,A2,복통
stone,A1,결석
stonework,B2,돌로 만든 물건
stool,B2,발판
stop,A1,뜻 검색 실패
stop,A1,멈추다
stopover,B2,도중 하차
stopwatch,B2,스톱워치
storage,B1,저장
store,A1,가게
store,B2,가게
storm,A2,폭풍
stormy,B1,뜻 검색 실패
story,A1,이야기
storyteller,B1,소설가
stove,A2,난로
straight,A2,뜻 검색 실패
straight,A1,뜻 검색 실패
straighten,B2,바르게 되다
straightforward,B2,똑바로
strain,B1,부담
strain,B2,부담
strait,B2,좁은
strand,B2,바닷가
strange,A1,이상한
strangely,B1,이상하게도
stranger,A2,뜻 검색 실패
strangle,B2,목을 졸라 죽이다
strategic,B1,전략적
strategy,A2,뜻 검색 실패
straw,B1,뜻 검색 실패
strawberry,B1,딸기
stream,B1,뜻 검색 실패
stream,B1,개울
street,A1,거리
strength,A2,뜻 검색 실패
strengthen,B1,강하게 하다
stress,B1,스트레스
stress,B2,스트레스
stressed,B1,스트레스를 받은
stressful,B1,스트레스가 많은
stretch,B1,뜻 검색 실패
stricken,B1,맞은
strict,A1,뜻 검색 실패
strictly,B2,엄격하게
stride,B2,뜻 검색 실패
strike,A2,스트라이크
strike,B1,스트라이크
striking,B2,치는
string,A2,끈
strip,B1,뜻 검색 실패
strip,B2,조각
stripe,B1,줄무늬
strive,B2,애쓰다
stroke,B2,뇌졸중
stroke,B2,뜻 검색 실패
strong,A1,뜻 검색 실패
strongly,A2,뜻 검색 실패
structure,A2,구조
struggle,B1,고심하다
struggle,B2,고심하다
stubborn,B1,고집스러운
stubbornly,B2,고집스럽게
stuck,B1,갇힌
student,A1,학생
studio,B1,뜻 검색 실패
study,A2,공부하다
study,A1,공부하다
stuff,A2,물건
stuff,B2,물건
stuffed,B1,채워진 것
stumble,B1,채이기
stun,B1,충격
stunning,B1,굉장히 멋진
stupid,B1,뜻 검색 실패
style,A2,스타일
stylish,B1,세련된
stylist,B2,문장가
subconscious,B1,뜻 검색 실패
subcontinent,B2,아대륙
subculture,B2,하위문화
subdivision,B2,재분
subject,A1,뜻 검색 실패
subjunctive,B2,가정법
submarine,B1,잠수함
submit,B2,제출하다
subplot,B2,서브플롯
subside,B2,앉다
substance,B2,물질
substantial,B1,상당한
substitute,B1,대리자
substitute,B2,대리자
subtitle,B2,뜻 검색 실패
subtle,B2,미묘한
subtract,B2,덜다
suburb,B2,뜻 검색 실패
subway,A1,지하철
succeed,A2,성공하다
success,A2,성공
successful,A1,성공적인
successfully,A2,성공적으로
successive,B2,뜻 검색 실패
such,A2,뜻 검색 실패
such,A2,그런
suck,B2,빨다
sudden,A2,뜻 검색 실패
suddenly,B1,갑자기
sue,B2,뜻 검색 실패
suffer,B1,시달리다
suffering,B2,고통
sufficient,B1,충분한
sufficiently,B2,충분히
suffix,B1,접미사
sugar,A1,설탕
suggest,A2,제안하다
suggestion,A1,뜻 검색 실패
suicide,B1,자살
suit,A2,정장
suit,A2,정장
suitable,A2,적합한
suitably,B2,적절하게
suitcase,A2,뜻 검색 실패
sulfur/sulphur,B2,황/황
sum,A1,합집합
summarize/summarise,B1,요약하다/요약하다
summary,A2,요약
summer,A1,여름
summit,B1,정상 회담
sun,A1,해
sunbathe,B1,일광욕을 하다
sunbeam,B2,햇빛
Sunday,A1,일요일
sundial,B1,해시계
sunflower,A2,해바라기
sunglasses,A2,색안경
sunlight,A2,햇빛
sunny,A1,화창한
sunrise,B1,해돋이
sunset,B1,뜻 검색 실패
sunshine,A1,햇빛
super,A1,뜻 검색 실패
superb,B2,훌륭한
superintendent,B2,감독
superior,B1,우수한
superlative,A2,뜻 검색 실패
supermarket,A1,슈퍼마켓
supernatural,B2,신의 조화
superstar,A2,슈퍼스타
superstition,B1,미신
supervise,B2,감독하다
supervision,B2,감독
supervisor,B2,감독자
supper,A2,저녁
supplement,B2,보충
supplier,B2,공급자
supply,B1,공급
supply,B2,공급
support,A2,지원하다
support,B1,지원하다
supporter,B1,서포터
supportive,B1,지지하는
suppose,B1,가정하다
supposedly,B1,아마도
suppress,B2,막다
sure,A1,확신하는
sure,A2,확신하는
surely,B1,확실히
surf,A1,서핑하다
surf,A2,서핑하다
surface,B1,표면
surfing,A2,서핑
surge,B2,급등하다
surgeon,B1,외과 의사
surgery,B1,수술
surname,A2,성
surprise,A1,놀라다
surprise,B1,놀라다
surprised,A2,놀란
surprising,A2,놀라운
surprisingly,B1,뜻 검색 실패
surrender,B2,항복
surround,B1,서라운드
surrounding,B1,뜻 검색 실패
surroundings,B2,주위
surveillance,B2,감시
survey,A1,조사
survival,B1,활착
survive,A2,생존하다
survivor,B1,살아남은 사람
suspect,B1,의심하다
suspect,B2,의심하다
suspend,B2,뜻 검색 실패
suspicion,B1,뜻 검색 실패
suspicious,B2,의심스러운
suspiciously,B2,의심스럽게
sustain,B2,지속시키다
swallow,A2,삼키다
swan,B2,백조
swarm,B1,무리
swear,B1,욕을 하다
sweat,B1,땀
sweat,A2,땀
sweater,A2,스웨터
sweatshirt,B1,뜻 검색 실패
sweep,B2,스위프
sweet,A1,달콤한
sweet,A2,달콤한
sweetheart,A2,여보
swell,B1,팽창
swift,B2,스위프트
swim,A1,헤엄
swim,A1,헤엄
swimmer,B1,수영선수
swimming,A1,수영
swimming costume,A2,수영복
swimming pool,A1,수영장
swimsuit,A2,수영복
swing,B2,그네
swing,B2,그네
switch,B1,스위치
switch,B1,스위치
swollen,B1,부푼
sword,B1,검
syllable,B2,뜻 검색 실패
symbol,A2,상징
symbolic,B2,상징적인
sympathetic,B2,교감 신경
sympathize/sympathise,B2,공감하다/공감하다
sympathy,B1,동정
symphony,A2,교향곡
symptom,B1,뜻 검색 실패
syndrome,B1,증후군
synonym,B2,동의어
system,A2,뜻 검색 실패
systematic,B1,체계적인
table,A1,테이블
table tennis,A2,탁구
tablecloth,B2,식탁보
tablespoon,A2,큰 스푼
tablet,B1,태블릿
tabloid,B2,정제
tabloid,B2,정제
tack,B2,압정
tackle,B2,뜻 검색 실패
tactile,B2,촉각적인
tag,B2,꼬리표
tail,B2,꼬리
take,B1,가져가다
take,A1,가져가다
takeaway,B1,테이크아웃
takeoff/take-off,B1,이륙/이륙
tale,B1,이야기
talent,A2,재능
talented,B1,재간 있는
talk,B1,말하다
talk,A1,뜻 검색 실패
talkative,B1,말이 많은
tall,A1,키가 큰
tame,B2,길들인
tan,B2,탠 껍질
tank,B1,탱크
tanned,B2,검게 그을린
tap,A2,수도꼭지
tap,B2,수도꼭지
tape,A2,줄자
tape,B1,줄자
target,A2,목표
task,A2,일
taste,B1,맛
taste,B1,맛
tasteless,B1,맛없는
tasty,B1,맛있는
tatter,B2,뜻 검색 실패
tattoo,B2,문신
taunt,B2,조롱
tax,B1,세
taxi,A1,택시
tea,A1,차
teach,A1,가르치다
teacher,A1,뜻 검색 실패
teaching,B1,가르침
team,A1,팀
teammate,B1,팀원
teamwork,B1,팀워크
tear,A2,눈물
tear,B1,눈물
tease,B1,놀리다
tease,B2,놀리다
teaspoon,B2,티스푼
technical,B2,인위적인
technically,B2,기술적으로
technique,B1,기술
technological,B1,기술적
technology,A1,기술
teen,B1,비탄
teenage,A2,십대의
teenager,A2,십대
telecommunications,B1,통신
telegram,B1,전보
telephone,A1,전화
telephone,A2,전화
telescope,B2,망원경
television,A1,텔레비전
tell,A1,말하다
teller,B1,말하는 사람
temper,B1,성질
temperate,B2,삼가는
temperature,A2,온도
temple,A1,절
temporarily,B2,일시적으로
temporary,B1,일시적인
tempt,B1,뜻 검색 실패
temptation,B2,유혹
ten,A1,열
tend,B1,추세
tendency,B1,성향
tender,B2,부드러운
tenderly,B2,다정하게
tenderness,B2,유연함
tennis,A1,테니스
tense,B1,시제
tense,B1,시제
tension,B1,긴장
tent,B1,뜻 검색 실패
term,B1,용어
terminal,B1,단말기
terrace,B2,테라스
terrible,A1,끔찍한
terribly,B1,몹시
terrific,B1,훌륭한
terrified,B1,겁에 질린
terrify,A2,겁나게 하다
terrifying,B2,뜻 검색 실패
territory,B2,지역
terror,B1,공포
terrorism,B1,뜻 검색 실패
terrorist,A2,테러리스트
terrorist,B1,테러리스트
test,A1,시험
test,B2,시험
testify,B2,증언하다
testimony,B2,뜻 검색 실패
text,A2,텍스트
text,A2,텍스트
text message,A2,문자 메시지
textbook,A2,교과서
than,A1,~보다
than,A1,~보다
thank,A1,감사하다
thankful,B1,감사하다
thanks,A1,감사해요
that,B2,저것
that,A1,저것
that,A1,저것
that,A1,저것
the,A1,그만큼
theater/theatre,A1,극장/극장
theft,B1,훔침
their,A1,그들의
theirs,A2,그들의 것
them,A1,그들을
theme,B2,주제
themselves,A2,그들 자신
then,A1,그 다음에
theorist,B2,이론가
theory,B1,이론
therapist,B2,치료사
therapy,B2,요법
there,A1,거기
thereafter,B2,그후에
therefore,A2,그러므로
thermometer,B2,온도계
these,A1,이것들
these,A1,이것들
thesis,B2,명제
they,A1,그들
thick,A1,두꺼운
thickly,B2,두껍게
thickness,B2,두께
thief,A2,도둑
thigh,B2,대퇴골
thin,A1,얇은
thing,A1,물건
think,A1,생각하다
thinker,B2,사상가
third,A2,제삼
third person,B2,제삼자
thirdly,B2,세 번째로
thirst,B2,갈증
thirst,B1,갈증
thirsty,A2,목마른
thirteen,A1,뜻 검색 실패
thirty,A1,삼십
this,A1,이것
this,A1,이것
thorough,B1,철저한
thoroughly,B2,뜻 검색 실패
those,A1,저것들
those,A1,저것들
though,B2,그렇지만
though,A2,그렇지만
thought,A2,생각
thoughtful,B2,인정 있는
thoughtless,B2,인정 없는
thousand,A2,천
thread,B2,실
threat,B1,위협
threaten,B2,위협하다
threatening,B1,험악한
three,A1,삼
thrill,B2,스릴
thrilled,B2,감격하다
thriller,B1,스릴러
thrilling,B2,떨리는
throat,B2,목
through,B1,~을 통해
through,A1,~을 통해
throughout,B1,뜻 검색 실패
throw,A1,던지다
throw,A2,던지다
thumb,B1,무지
thump,B1,딸꾹질
thunder,B1,우뢰
thunderous,B1,불온한
thunderstorm,A2,뇌우
Thursday,A1,목요일
thus,B1,따라서
tick,B1,진드기
tick,B1,진드기
ticket,A1,표
tickle,B2,간지럼
tide,B1,조류
tidy,A2,정돈하다
tidy,A2,정돈하다
tie,A2,묶다
tie,B1,묶다
tiger,A1,호랑이
tight,A1,뜻 검색 실패
tight,B2,단단한
tighten,B1,죄다
tightly,B1,단단히
tightrope,B2,팽팽한 줄
tights,A2,타이츠
tile,B1,타일
till,B1,...까지
till,A2,...까지
time,A1,뜻 검색 실패
time,B2,시간
timeless,B2,뜻 검색 실패
timeliness,B2,적시
timely,B1,때마침
times,B2,타임스
timetable,A2,시간표
timing,B2,타이밍
tin,B1,주석
tiny,B1,매우 작은
tip,A2,팁
tip,B2,팁
tiptoe,B2,발끝
tire,B1,타이어
tired,A1,피곤한
tiredness,B2,피로
tiresome,B2,귀찮은
tiring,B1,지루한
tissue,B1,조직
title,A2,제목
to,A1,에게
to,A1,에게
toast,A2,토스트
tobacco,B1,담배
today,A1,오늘
today,A1,오늘
toe,A2,발가락
toenail,B2,발톱
together,A1,함께
toil,B2,수고
toilet,A1,화장실
tolerant,B2,관대 한
tolerate,B2,참다
toll,B2,희생
tomato,A1,뜻 검색 실패
tomb,B2,무덤
tomorrow,A1,뜻 검색 실패
tomorrow,A1,내일
ton,B2,뜻 검색 실패
tone,A2,음정
tongue,B1,혀
tonight,A1,뜻 검색 실패
tonight,A2,뜻 검색 실패
too,A1,~도
tool,A1,도구
tooth,A1,이빨
toothache,A2,치통
toothbrush,A2,칫솔
toothpaste,B1,치약
top,B1,맨 위
top,A1,맨 위
topic,A1,주제
torch,B2,토치
tornado,B1,폭풍
tortoiseshell,B2,별갑
torture,B2,고문
toss,B1,던져 올림
total,B1,총
total,B1,뜻 검색 실패
totally,B1,완전히
touch,A1,만지다
touch,B1,만지다
tough,B2,힘든
tour,A2,관광
tour,B1,관광
tour guide,A2,투어 가이드
tourism,B1,관광 여행
tourist,A2,관광객
tournament,B1,토너먼트
toward/towards,A2,뜻 검색 실패
towel,A1,수건
tower,A1,뜻 검색 실패
town,A1,도시
toxic,B2,독성
toy,A1,뜻 검색 실패
trace,B1,추적하다
trace,B2,추적하다
track,A2,길
track,B2,길
tracksuit,B1,운동복
trade,A2,거래
trade,B2,거래
trader,B2,상인
tradition,A2,전통
traditional,A2,전통적인
traditionally,B1,전통적으로
traffic,A2,교통
traffic jam,B1,교통 체증
traffic light,A2,신호등
tragedy,B1,비극
tragic,B1,비참한
trail,B1,자취
trail,B2,자취
trailer,B2,트레일러
train,A1,기차
train,A2,기차
trainee,B2,뜻 검색 실패
trainer,B2,훈련자
training,A2,훈련
trait,B2,특성
traitor,B2,배신자
tram,A2,뜻 검색 실패
tramp,B2,도보 여행가
trample,B2,짓밟다
transcript,B2,성적 증명서
transfer,B2,옮기다
transfer,B1,뜻 검색 실패
transform,B1,변환
transformation,B1,변환
transfusion,B2,주입
transient,B2,과도 현상
transistor,B2,트랜지스터
transition,B2,이행
transitional,B1,과도기적
transitive,B2,뜻 검색 실패
translate,B1,번역하다
translation,B2,번역
translator,B2,뜻 검색 실패
transmission,B2,뜻 검색 실패
transmit,B2,부치다
transparent,B2,투명한
transport,B1,뜻 검색 실패
transport,B2,뜻 검색 실패
transportation,B1,운송
trap,A2,덫
trash,B1,쓰레기
travel,A2,뜻 검색 실패
travel,A1,여행하다
travel agent,B1,뜻 검색 실패
traveler/traveller,A2,뜻 검색 실패
traverse,B2,횡단
tray,B2,쟁반
tread,B2,흘레
treasure,A2,보물
treat,B1,대하다
treat,B2,대하다
treatment,B1,치료
treaty,B2,뜻 검색 실패
tree,A1,나무
trek,B2,여행
tremble,B1,떨림
tremendous,B1,엄청난
tremendously,B2,뜻 검색 실패
tremor,B2,떨림
trend,B1,뜻 검색 실패
trial,B2,재판
triangle,B2,삼각형
tribe,B2,부족
trick,A2,장난
trick,B2,장난
tricky,B2,교활한
trigger,B1,뜻 검색 실패
trim,B1,손질
trio,B2,트리오
trip,A1,여행
trip,B2,여행
triumph,B1,승리
trivial,B2,하찮은
trolley,B2,뜻 검색 실패
troop,B2,군대
trophy,B2,트로피
tropic,B2,회귀선
tropical,B1,열렬한
trouble,A2,문제
trouble,B1,문제
troublesome,B2,뜻 검색 실패
trousers,A1,바지
truck,A1,트럭
true,A1,진실
truly,A2,진심으로
trumpet,B1,트럼펫
trunk,B2,트렁크
trust,B2,신뢰하다
trust,A2,신뢰하다
trustworthy,B1,신뢰할 수 있는
trusty,B2,뜻 검색 실패
truth,A2,뜻 검색 실패
truthful,B2,거짓말 안하는
truthfulness,B2,뜻 검색 실패
try,A1,노력하다
try,A2,노력하다
T-shirt/tee-shirt,A1,티셔츠/티셔츠
tub,B2,통
tube,A1,뜻 검색 실패
tuberculosis,B2,결핵
Tuesday,A1,화요일
tug,B2,예인선
tuition,B2,수업료
tulip,B2,튤립
tumble,B1,공중제비
tumor/tumour,B2,뜻 검색 실패
tuna,B1,참치
tune,A2,곡조
tunnel,B2,뜻 검색 실패
turbulence,B1,난류
turbulent,B2,격동의
turkey,A1,뜻 검색 실패
turn,A1,회전하다
turn,A1,회전하다
turning,B1,선회
turtle,B1,뜻 검색 실패
tutor,B2,가정 교사
TV,A1,뜻 검색 실패
twelve,A1,열둘
twenty,A1,이십
twice,A2,뜻 검색 실패
twin,B1,쌍
twinkle,B2,경쾌한 움직임
twist,B1,트위스트
twist,B1,뜻 검색 실패
twisted,B2,꼬인
two,A1,둘
type,A1,유형
type,B1,뜻 검색 실패
typhoid,B2,장티푸스
typical,B1,전형적인
typically,B1,일반적으로
tyranny,B2,포학
tyrant,B2,폭군
ugly,A1,못생긴
ultimate,B2,궁극적인
ultimately,B2,궁극적으로
umbrella,A1,우산
unable,B1,뜻 검색 실패
unacceptable,B2,받아들일 수 없는
unafraid,B1,뜻 검색 실패
unashamedly,B2,부끄럽지 않게
unattractive,B2,매력적이지 않은
unauthorized/unauthorised,B2,무단/무단
unavailable,B2,없는
unaware,B2,알지 못하는
unbearable,B2,견딜 수 없는
unbeatable,B2,뜻 검색 실패
unbelievable,B1,뜻 검색 실패
uncertain,A2,불확실한
uncertainty,B1,불확실성
unchanged,B2,변하지 않은
uncharacteristic,B2,특징적이지 않은
